index,S. No.,text,task_1
277,278,"আপোনাৰ গিৰিয়েৰতো মৰক সোনকালে আৰু আপুনি বিধবা হওক যাতে আপুনি পুনৰ বিবাহ হব পাৰিব , ",HOF
278,279,"কিন্তুু ইয়াৰ ইৰ্থ এইটো নহয় যে আমি অসমীয়া জাতিৰ অস্তিত্বৰ বিৰুদ্ধে আপোনালোকে যদি কাম কৰে বা যদি তাৰ বিপৰীতে কাম কৰে আমি মনে মনে নাথাকো বা মানি নলও ,",NOT
279,280,সেই বাবেই অসমৰ চৰকাৰী বিদ্যালয় সমুহ   উন্নত কৰাৰ প্ৰয়োজন আছিল চৰকাৰৰ কিয়নো অসমখন দুখীয়া  মানুহৰ ৰাজ্য।,NOT
280,281,তহতৰ জনসংখ্যা অলপ কমি আছে অলপ কম দিনৰ ভিতৰত বৃদ্ধি কৰ তেতিয়া নিজে নিজে স্বায়ত্ত পৰিষদ হৈয় যাব দে।,HOF
281,282,বিদেশী।,HOF
282,283,ধুৰ ফাগলা,NOT
284,285,নৰকত পচিব এই,HOF
285,286,নাৰী সমাজ কত গল।,NOT
286,287,এটা কথা ঠিক চৰ চাপৰিৰ মানুহে হাড় ভঙা পৰিশ্রম কৰা খেতি বাতি খাই অসমীয়া সমাজ খন জীয়াই আছে বুলি ভাবো ।,NOT
287,288,সব বিক্ৰী হৈছে।,NOT
289,290,বৰ ভাল লাগিল। হিমন্ত কথা সম্পূর্ণ কে নিদিয়ে কিয়,HOF
290,291,"আৰু ১০ টা বছৰ পাছত এই জনীৰ শৰিৰ মানুহে চোৱাটো দূৰৰ কথা, ",NOT
291,292,বা বা ককা গৰম দেই,HOF
292,293,ছুদুভাই,HOF
293,294,মন্তব্য দিব মন গলে ভদ্ৰ আৰু অমায়িক মাৰ্জিত ভাষাৰে দিব লাগে। নহলে মন্তব্য নিদিয়াই ভাল।,HOF
294,295,যেনেকৈ ভাৰতত ধৰ্ম নিৰপেক্ষ শব্দটো হিন্দু ধৰ্মী মানুহ সকলক দমন কৰিবলৈ বেবহাৰ কৰিছে ঠিক তেনেকৈ মান মৰ্যদা শব্দটো মহিলাৰ অধিকাৰ দমন কৰিবলৈ বেবহাৰ কৰিছে।,NOT
295,296,বছৰ বছৰ অক্টোবৰৰ পৰা মাৰচ মাহলৈ প্ৰদুশনত মানুহ ওলাবনোবাৰা অবস্থা,HOF
296,297,মিছা অপবাদ,NOT
298,299,কাৰ সমীক্ষা? বালডেনপন্থী??,HOF
299,300,আনন্দমেলা,NOT
300,301,জয় আই অসম,NOT
301,302,"দুখৰ বিষয় যে তেনে কাৰ্য্য হাতত ললেই এচাম দেশহিতৈষী ,জাতি প্ৰেমী,জাতীয়তাবাদী য়ে আন্দোলন আৰম্ভ কৰি দিয়ে।",HOF
302,303,গেধা বুলি কোৱাৰ বাবে বহুত লাজ পাইছে,HOF
303,304,কিয় বাতৰি পৰিবেশন কৰিছিলি নহলে,HOF
304,305,তেওঁটো বুঢ়া হোৱা নাই  যে মেক আপ কৰিব এৰি দিব আমাৰ সমাজত কেনেকুৱা  মানুহ আছে ধৰিব নোৱাৰি ।,NOT
305,306,মানুহক ইতিকিং করিব নালাগে।,NOT
306,307,"অলগৰ্ধ সকল অসমখন শেষ কৰিব খুজিছে৷ সন্মান শেষ কৰিব ৷ কাৰ উপৰত কোনে চিঞৰি বেছিকৈ কব পাৰে, এইয়াই ৰাইজৰ প্ৰতিনিধী ছিঃ ৷",HOF
307,308,ইমান ধুনীয়া নৰ্তকীক ক্ষমা নকৰাৰ কোনো কাৰণে নাই,NOT
308,309,গোটেই গেদাখিনি ইয়াত জপিয়াই মৰিছ যে মীঞা গেদা। ছোৱালী বুলি নে কি মীয়া গেদা।,HOF
309,310,এইবোৰ হ'ল বিজেপিক ভাগ কৰিব বিচৰা বিৰোধীৰ ষড়যন্ত্ৰ।,HOF
311,312,ভাল কামৰ প্ৰশংসা কৰক। ধৃতৰাষ্ট্ৰৰ বংশধৰসকলৰ বুদ্ধিক নমস্কাৰ। দিনেশ চাৰেতো সদায়েই তেনেকৈ দেখা পায়। জোনমনি বাইদেউৰ ৰাজনৈতিক ভাওনাখন সুন্দৰ হৈছে।,NOT
314,315,অপদাৰ্থ চেনেল ৷ যেনকৈ উপস্হাপন কৰে যেন মতা মানুহেই ভুল কৰে৷,HOF
315,316,মই মুছলমান কিন্তু মই মছজিদক যেনেকৈ মন্দিৰক ও তেনেকৈ শ্ৰদ্ধা কৰোঁ।,NOT
316,317,যদিহে লৰাই ৰাতি দেৰীকৈ ঘৰত তেনেহ'লে ছোৱালীৰো ৰাতি দেৰীকৈ ঘৰত অহাৰ অধিকাৰ আছে।,NOT
317,318,একো ভাইৰেল হোৱা নাই | মই দেখোন আজিহে দেখিলো |,NOT
318,319,আবেদ ভাই তোমার আমার পেজে আপলোড দিয়েছি খারাপ পাই,NOT
319,320,"কংগ্ৰেছৰ সমষ্টি, শিৱসাগৰ আৰু বাকী বঙলাদেশীয় মিয়াৰ সমষ্টিত জয় হ'ব।",NOT
320,321,তহঁতি আগৰ মোগল যেন পাওঁ।তহঁততকৈ আমাৰ সৈন্য বেছি আছে।,HOF
321,322,সকলো ঠিকেই আছে কিন্তু কামকৰাৰ মানসিকতা নাই,HOF
322,323,গেদা বুলি কেৱল যি বাংলা ভাষী মিয়া তেওঁ লোকক হে কোৱা হয় ।,HOF
323,324,"বাইদেউ, এই পাখৰীকেইজনীক মোল্লাৰ এটা তাবিজ আৰু এপালি মন্ত্ৰপুত পানী খুৱাই দিলেই নিজকে পাহৰি যায়। ",HOF
325,326,দাদা থিক কোথাই কইচা,HOF
326,327,পইচা দিলে চব খেল হয়,HOF
327,328,"যদি আপোনালোকে এই বিতৰ্কিত বিধেয়কখন বাতিল নকৰে তেন্তে ইয়াৰ পৰিণতি কিন্তুু বেয়া হব ,,,",NOT
328,329,লাজ লগা নাই বুঢ়া,HOF
329,330,পূবালী নাই কল গাত নাই বল,HOF
330,331,সেই কণ কাপোৰ পিন্ধি লে লাভ একো নহল.....,HOF
331,332,মোৰ বনী নালাগে ওচৰৰ কাৰোবাক কৰিব দিবি তেতিয়া তোক আছল মিঞাৰ জাত বুলি কম।,HOF
332,333,কেতিয়াবা তাই নিজেও চলিব নোৱাৰা হব যি হে পিন্ধে দেখিলে কিবা যাত্ৰা বেয়া যেন লাগে।,NOT
333,334,আছলতে মেদিআ কেইটাৰ নিউজ নাই,NOT
334,335,ইহতৰ অলপ বেছি হৈ আছে,NOT
335,336,ধুনীয়া লাগিছে,NOT
337,338,অলপ ঘূৰাই পকাই আমাক গেলেস্কিখন দেখূৱাব পাৰিনেকি চেষ্টা এটা কৰা হলে সন্তোস পালোহেতেঁন…,NOT
338,339,পাপী হয় এইবোৰ বুজায় লাভ নাই কাৰণ গেদাই ধষর্ণ কাৰীৰ বিৰোধিতা কৰা দেখা নাই,HOF
340,341,মদাসী কে নহয় ঘোষখোৰ সকলকো বিদায় দিয়ক তেতিয়াহে  কাম হব l,HOF
341,342,চালা হাৰাম জাদা,HOF
342,343,তুমি শিল্পী হৈ নাথাকি কিয় পাৰটিৰ পাছত দৌৰিছা। জুবিনে নিজৰ ঠাইতে আছে  ।,NOT
343,344,মজা  দিলা  দয়া  আৰু  মই  jsb  comment বৰ  কেলা  গালি দুলু,HOF
344,345,চাওক মাদ্ৰাছা ভাঙি এতিয় ... গুণৰ কথা কৈ আছে......,HOF
346,347,গৰু মাংস লাগিব নেকি বুলি সুধিলে । 😁😁😁😁,HOF
347,348,সাপ দাল টিকট কাটিছিল নাই তাৰে আমাক CBI তদন্ত লাগে,NOT
348,349,এয়া মোৰ কথা নহয় এয়া ভাৰতীয় সংবিধান দফাত আছে।,NOT
349,350,এইবোৰ বেহায়া মহিলা,HOF
353,354,এনেও আপোনালোকৰ ওপৰত কোনেও ভৰষা নকৰে,HOF
354,355,কলডিল,HOF
356,357,"শিৱসাগৰৰ ট্ৰেফিক আই চিৰ গাড়ী খন যি যনে চলাই সি তো নিজকে,  দি. এচ. পি. বুলিয়েই ভাবে , কি চাবা তাৰ দাদা গিৰি ",HOF
357,358,ই বৰ অসম।বৰ অসমৰ সোনোৱালি বৰ পথাৰ খনিক সোনোৱালি শষ্য সিচি একতাৰ দোলেৰে বান্ধি ৰাখিথৈ গৈছিল এই অসমীয়া জাতি।,NOT
358,359,কিন্তু সত্যা ধৰ্ষন কৰোতে কিয় লাজ নাপাই এইবোৰে ।,HOF
359,360,আচৰিত দেই,HOF
360,361,"মতা ও পগলা, মাইকী ও পাগলী ,অ মা গু তুৰু লাভ",HOF
363,364,ভাঙুৰা সাংঘাটিক,HOF
